character_id,character_name,file_name,personality,label
12ac3ac64d3b3f3a,Fenrys,deredere/12ac3ac64d3b3f3a.webp,"Fenrys believes in a warrior's honor; finding her husband mourning the accidental murder of her brother to be an insult to his memory (unaware that humans largely value life more). She hated humans until Flio defeated her. She followed her clan law to submit to a stronger warrior who defeats them; it was either that or seppuku. Uliminus noted Fenrys had completely changed at heart after the wedding with Flio. Indeed, while her temper more or less remained the same, Fenrys had become much more open and relaxed thanks to the love between her and Flio. Fenrys does not take other women liking her husband well, giving death glares or strained warnings; being very possessive of Flio. In fact, Fenrys had a big stupid grin on her face the morning after they made love for the first time.",deredere
0fb53ea64d331836,Rizumu Amamiya,tsundere/0fb53ea64d331836.webp,"Rizumu has a very energetic and spirited personality and she rushes into everything head-first with full determination. Passionate and hot-blooded, she gets riled up easily and often yells out in displeasure or excitement. She is shown to be a talented dancer and because of her energy, a lot of stamina. She also really likes food- especially meat and chocolate, and she claims to be knowledgeable about love due to a book she has. Although whenever Hibiki flirts with her she gets extremely flustered. However, she is also shown to be absent-minded at times and a little clueless, and she lacks Mion's maturity and Aira's gentleness, so her abrasive nature -good intention or not- tends to rub others wrongly. She doesn't appear to be very feminine and struggles with things like fashion and delicateness, but she is generally friendly though and doesn't like to see others being sad. She has trouble with school some times. This light personality is immediately erased when it comes to her mother and the Aurora Rising. She can sound selfish and coldly uncaring around others in such cases, and she becomes completely serious losing sight of everything going on around her. For her goal she will do anything, even if it means throwing away friendship and losing her heart.",tsundere
e8818f781fc8d299,Kikyo,kuudere/e8818f781fc8d299.webp,"After her resurrection, Kikyō was not always as kind as she once was. She had developed a new-found hatred that she never had when she was alive. This freedom to hate satisfied her, as she never was granted this when she was alive. At first, she wanted revenge on Inuyasha, believing him to be her murderer. However, she eventually found out the truth and turned her hatred toward Naraku . Slowly, she started to become more like her former self. Kikyō was also a very wise woman for her age, and quite deceptive. Kikyō devised cunning plans to destroy Naraku, although she went about it in strange ways. For a time, Kikyō seemed to be on Naraku's side since she handed him Kagome's Shikon Jewel shards, to which this action caused Inuyasha to accuse Kikyō of betrayal. However, she explained that she gave him the shards to cast Naraku toward death and that she would never allow him to take Inuyasha's life. She wanted revenge just as much as he did and desired to end Naraku's life. She figured out that Naraku was a half-demon and that he still possessed Onigumo's heart, whose owner still had feelings for her. Kikyō found his feelings for her ironic and ludicrous, and felt much contempt toward him.",kuudere
22de09d58595b495,Nejire Hado,deredere/22de09d58595b495.webp,"Nejire is naturally a very kind, talkative, and endlessly curious girl who shows great interest in people's unique physical features and is easily distracted by them. Due to this, Nejire can be very blunt, often asking invasive or off-putting questions. Stemming from her days in middle school, Nejire's eagerness to learn more about others drove people away from her, with them all believing that she was looking down on them due to her powerful Quirk. Because of this, she gradually grew into a cold and distant person with an anti-social personality, who kept her emotions bottled in. It wasn't until Tamaki Amajiki , and then Mirio Togata , befriended her during her early days at U.A. that she was able to open her feelings back up again, regaining her confidence. Nejire talking enthusiastically about Mirio's Quirk. Nejire is an affectionate person and a ""free spirit"" who has a genuine passion for learning new and strange things and isn't afraid to speak her mind or show how she feels. She seems to like knowing more than others, but not in a proud way, as she enjoys explaining things to people and sharing her knowledge. She is mentioned to act like a kindergartner due to her childish glee. Nejire is enthusiastic, affable, cheery, and always seen moving.",deredere
215097cc8e1df10b,Yuusuke Makishima,tsundere/215097cc8e1df10b.webp,"Yusuke is seen as creepy due to his awkward facial expressions, quiet demeanor, strange hair color and irregular dancing style. Yusuke has admitted to being bad at socializing, and he's well used to being regarded as gross, weird or creepy. Blunt and prone to cynicism, he often comes across as uncaring or harsh as a result. Contrary to perceptions, it is clearly shown that Yusuke is kind-hearted and much softer than he looks, as he cares deeply for his friends, becoming embarrassed by genuine praise, and often gives Sakamichi useful advice about cycling. He shares the similar experience of wanting to be with others rather than alone, but ends up being judged as weak and out of place. Despite this, he uses his cynicism and frustration to push himself forward, and excitedly welcomes when his cynicism is shattered by the achievements of others. Yusuke is one who does things his own way and proves his worth through being the best at what he does no matter how odd he seems doing it. However, his fashion sense is noted by other characters to be incredibly bizarre, though most of them refuse to openly question it out of fear of insulting him.",tsundere
92e4abd3573512b5,Krul Tepes,tsundere/92e4abd3573512b5.webp,"Striking down Ferid after threatened by him As with other vampires, Krul views the humans as nothing more than livestock. She does act to gather them to ensure vampires will still have a supply of blood after the world ends. Where their traits are concerned, Krul sees them as foul and endlessly greedy creatures who will do anything for their own personal gain. This view of humans was the reverse of how Krul felt when a human girl where she had fears about blood-sucking monsters. –Reflecting on her and Ashera's perspectives on what monsters are. Chapter 138 : ""Really for Real"" Page 17 Krul is proud, especially as a third progenitor that gives her the power to back up her reason to be so, further as the queen of Japan. When Third Progenitor Lest Karr challenges her position as the ruler of Japan, Krul becomes angry with his accusations and affirms she never fails, ever. She is temperamental when challenged and does not hesitate to remind her challenger of their place. When Ferid Bathory slaughters the Hyakuya Sect orphans she carefully hid in Sanguinem and kept as livestock, she becomes enraged because he fatally wounded one of the seraph and allowed another to escape. Krul hates the First Progenitor for turning her brother into a demon, a feeling that has not diminished with time.",tsundere
91a64d5c05cc2a75,Belldandy,deredere/91a64d5c05cc2a75.webp,"Belldandy is exceptionally kind-hearted, even for a goddess. She can easily sense other people's emotions and tries her best to be empathetic to all those around her, displaying a combination of serene beauty and acceptance. If someone is in trouble, especially Keiichi, she would not hesitate for a second to do anything that she could to save that person. She rarely holds a grudge and is always willing to forgive anyone who does injury to her. Even though Belldandy tries her best to be as kind as possible, occasionally she can become very insecure and sad, if confronted with an implication that involves Keiichi in one way or another. Situations (due to misunderstandings) occasionally cause her emotions to be conflicted between wanting to stay with Keiichi and thinking he does not want her to stay, and whether she should return home. At times like these, only Keiichi can bring her back to her senses by telling her that he wants her by his side forever. Though she does not deliberately aggravate Keichi, Belldandy also displays quite a bit of naive in the series, often being ignorant of the intentions of those around her who would cause her harm.",deredere
46c1ca1b87cd19f0,Saya Sasamiya,kuudere/46c1ca1b87cd19f0.webp,"Saya is a drowsy-seeming girl, but is much more sharp and intelligent than she initially appears. She has a terrible sense of direction though. She often has an expressionless face which hides her emotions, but can be quite funny (unintentionally?), as well caring and loyal towards her friends such as when she complimented Kirin and helped rescue Flora for Julis. She has alot of affection for her father, unwilling to accept any slights against his skills or work, which was a major reason she joined the Phoenix Festa after Camilla initially scorned her father's work.",kuudere
249cb184ac26dd67,Haku / Nigihayami Kohaku Nushi,kuudere/249cb184ac26dd67.webp,"Haku has multiple personalities. He can sometimes be kind-hearted and supportive, other times strict and high-strung. He is wise and is able to act accordingly to the situation. He is more than willing to stick his neck out when he cares about someone. From the beginning of the story, through to the end, he does everything within his power to keep Chihiro unharmed and to help her leave safely. His steadfast resolve helps Chihiro finally trust him, amidst contradictory information from other Spirited Away characters about him. Haku always said she could trust him. However, Lin, was not sure of Haku's true intentions and told Chihiro to not trust him. Yubaba 's twin sister, Zeniba insisted that Haku is a greedy thief, who had stolen her golden seal . In the end, Chihiro puts her faith in Haku. Later on, it is revealed that Haku is Yubaba's slave, who controlled him with a black worm in his body.",kuudere
8d39b84cdaab7ba7,Shana,tsundere/8d39b84cdaab7ba7.webp,"Initially, Shana was cold and uncaring, being concentrated solely on her duty to destroy Crimson Denizens . Although she protected humanity from the Crimson Denizens, she did not care for them and was only truly concerned with preserving the balance of the world, even willing to sacrifice human lives in order to do so. She was shown to be a nihilist, as she saw little to no meaning in even the most basic of things, not even having a name until Yūji gave her one. She insisted that Yūji was only a Torch, albeit an interesting one due to his status as a Mystes , and referred to him as only an object. She also referred to herself as only a Flame Haze. However, her low opinion of Torches was justified due to the fact that all the ones she had met before Yūji were uncompromisingly selfish and desperate to hold on to what little existence they had left. Therefore, she was very surprised and confused when Yūji decided to give up his existence to restore the damage to a classroom, when she had been planning to use the existence of one of his classmates. Her opinion of him changed once and for all when he helped her in the battle against Friagne , in which he lost nearly all of his existence to the point that he would have faded were it not for the Midnight Lost Child.",tsundere
f9a84828e0a38c89,Yuugo,tsundere/f9a84828e0a38c89.webp,"In the past, Yugo was cheerful, optimistic and valued his family who had escaped along with him above else. He had a leader-like personality and always thought of others. However, after losing them during their battle against the poachers, left all alone and unable to cope with the grief, his personality changed drastically. It is shown that Yugo became depressed and suffered from psychological aftereffects, and ever since arriving at the Shelter all alone, he lost any kind of hope, optimism or empathy for the future, especially since William Minerva never showed up and helped him and his friends. He lost all of his goals and only strived to survive. Although he has a dismissive attitude about the event when he talks about it, he is shown to have grown depressed over this and was even ready to commit suicide before Emma and the others showed up at the shelter. When Emma and the Grace Field Escapees encounter him, Yugo comes over as a person with a lot of personal problems to the children. The first thing they note is that he has terrible manners, and he seems to be a rather simple person who doesn't value having comrades around him, as he thinks of them all to be dead weight to him.",tsundere
4f249d8ef737bc22,Madara / Nyanko-sensei,tsundere/4f249d8ef737bc22.webp,"He has a somewhat condescending personality. At first, he only protects Takashi for the Book of Friends but as the series progresses, he becomes friendlier with not only Takashi, but Natori , Tanuma , and Taki . Madara hitting Natsume for his idiocy His attitude throughout the series can be described as selfish, prideful, and comedic, the way he acts and his attitude becomes the usual ""gag"" of the series. He does have an immature and playful side; Madara often drinks himself silly by consuming a lot of sake and loves to eat dango (a Japanese snack) and other sweets, making him heavier and rounder. He enjoys eating in general, often eating fish in the river or stealing Natsume's food at times. When he smells something delicious or hears of a place with good food, he insists that Natsume goes with him so they can eat there. In addition, he is particularly fond of Touko's home cooking. Despite his protests that he is not a cat, he acts exactly like one, for example, getting excited about cat toys and chasing small animals. He also likes to bully dogs and throws the occasional tantrum. He has a more caring side to him, which he tries to deny or explain away, but as the series progresses, it becomes obvious that he is attached to Takashi and is extremely protective of him.",tsundere
de2d2ba2b88f96f7,Aria Holmes Kanzaki,tsundere/de2d2ba2b88f96f7.webp,"Aria is a haughty girl who prioritizes herself most of the time. She is a very loud and outspoken person, and always expresses her opinions shamelessly. Unfortunately, this pride is one of many traits she has which prevent her from focusing properly on social interaction and human empathy, which in turn kept her from having true allies until she met Kinji. Indeed, Aria is shown frequently to be socially inept, as she doesn't seem to see anything wrong with a girl staying the night in a boy's dorm room and believes merely being kissed can cause a girl to get pregnant, though she was told the latter by her father. Aria is often very bossy and immature, such as when she more or less barged into Kinji's dorm room and declared him her slave, though it's later revealed that she was simply too proud to say ""partner."" She is incredibly short-tempered, often threatening to shoot Kinji or anyone else who annoys her. What makes her angrier than anything else, however, is whenever someone brings up relationships. Aria is a celibate (someone who has no interest in romantic or sexual relations), claiming that relationships are nothing but a waste of time, and even goes so far as to look down on people who think otherwise.",tsundere
83037c644fb4785f,Hinaichi,tsundere/83037c644fb4785f.webp,"Hinaichi is a serious girl who is credited for being a top-notch investigator and fighter who has the brightest future within the division. However, she also has a tendency to make assumptions that is prone to self-sabotage. She loves all sweets made by Draluc , especially the homemade cookies that whenever such sweets are left alone, she immediately devours it. As Draluc noticed this and personally gives Hinaichi some food to eat whenever he can, her treatment of Draluc has been more decent and caring in comparison to Ronaldo 's. Ydan Ojisan 's Y-beam has not completely wore off from her. The effects still lingers what she would say ""Wee-wee"" when crying in distress, panic, strongly upset, etc. Fortunately, because of this, she's not easily hypnotized by other vampires and have chances to negate the hypnosis done by others if they succeeded. Although, she had tried to reverse the effect with the help of Draus . Making her say ""weekend roast"" as an alternative temporarily.",tsundere
2753a29f5dac32d2,Arin Kannazuki,kuudere/2753a29f5dac32d2.webp,"Arin is quite blase, typically only having a serious or blank expression and rarely showing any other emotions. Because of this, many of her actions and expressions usually do not match. Furthermore, Arin has often been shown to be blunt and lack common sense, generally never reacting the same way most people do in many situations. For example, Arin on one occasion chose to bathe in the male bathroom because she preferred the quiet. Even when Arata discovered her naked by chance, she barely showed any reactions and acted nonchalant despite his presence. Often times, others have to correct and chide her for her behavior, which she usually finds difficult. However, despite her lack of expression, Arin is not quite a cold as she appears to be. In actuality, she can be kind and caring, even if she does not show that often. Arin gets along very well with her friends, caring for their safety and willing to fight for them. She has also been shown to be perceptive, once immediately noticing Mira's change of attitude towards Arata. Notably, prior to meeting her partner, Arin has been noted to avoid interacting with others in favor of focusing solely on her research. However, since then, others have observed that she is more expressive and social towards those around her.",kuudere
1258a3998f1122b5,Nico Yazawa,tsundere/1258a3998f1122b5.webp,"Nico's famous ""Nico Nico Nii"" catchphrase. Normally, Nico has quite an abrasive personality, but when she takes on her alternate personality, she becomes a happy, upbeat character who is always smiling, often saying her catchphrase, ""Nico Nico Nii!"" (にっこにっこにー), accompanied with a pose. She usually thinks a bit highly of herself but, despite that, she is also caring. It is later revealed in Season 2 Episode 4 that her obsession with performative, over-the-top happiness and cuteness is because of the difficulty of her home situation. Her family circumstances and the role she plays in it have led her to fixate on both making sure as many people as possible are smiling and also seeking and receiving attention and praise. This manifests in her idol obsession and subsequent persona. A common joke in the series is that she's often ignored by the other members of μ's when she claims that she is the better idol. An example of her trying to make the others believe she is the better idol is in Season 1 Episode 10 when Nico claims that she has a personal chef like Maki and has never cooked before. Kotori falls for the lie unknowingly. However, she accidentally forgot about her lie when it was dinner time, and ended up cooking for everyone to reveal the truth.",tsundere
d544f2f8250db4c8,Matsuri Hinata,deredere/d544f2f8250db4c8.png,"Matsuri is a very cheerful and optimistic girl, often thinking positively and trying to make friends with others; she also always attempts to talk things out with people rather than fight them, and often attempts to dissuade her friends from fighting with others; for example, stopping Arisa from beating up people and attempting to stop her from challenging Suzune to a duel to the death. Matsuri is also very forgiving, as seen with Suzune — who killed many magical girls to prevent the births of witches — and Kagari — who crafted a revenge gambit to make Suzune's life miserable, and was indirectly responsible for the deaths of all the magical girls Suzune killed.",deredere
42931d6fff35b966,China,tsundere/42931d6fff35b966.webp,"One of the apparent oldest nations, he happens to be extremely superstitious, but not at all religious. He tries to act as an older brother figure to some of the other Asian nations but often fails to be treated as one; possibly because those nations either know they are not related, do not see him as a brother figure, or don't acknowledge it. Somewhat like America, he likes to be in charge or have what he wants and tries to use his position as the oldest present nation to have that authority but does not get it to the level he wishes. He tends to end his sentences with the suffix ""-aru"" (a Japanese stereotype of Chinese accents), though sometimes he ends them with ""-ahen"" (opium) when conversing with England. He would only use ""aru"" when speaking Japanese. He has a companion named ""Shinatty-chan"", an old man in a Hello Kitty knockoff costume. He is shown to be a lover of cuisine and is said to nag if food has a certain pattern of tastes. On one occasion in the WWII-set strips, he winds up arriving late to a meeting and explains that he always puts his food as his first priority. Unlike Japan, he does not wish to share recipes as he states they should stay in their country of origin.",tsundere
5b9d9833a8957527,Caren,kuudere/5b9d9833a8957527.webp,"Caren was shown to be a very mysterious character, as seen when she made cameo to minor appearances for five straight episodes without her identity being revealed. Most of the time, she is calm and mature; however, she acted coldly towards the other mermaid princesses when they first met. Caren loves her twin sister, Noel, very much, long before she even met her. However, she was upset when she learned that her sister was held prisoner at the hands of Gaito. In addition, she held a grudge against Rina (who was with Noel when she was captured) after she was misinformed over Rina abandoning Noel when Gaito attacked the two mermaids. It was not until she saw how far Rina (with Lucia and Hanon's help) went to rescue her from the Black Beauty Sisters that she finally forgave and acknowledged that she had been misinformed. Despite this, she retained her cold nature somewhat, preferring to search for her sister alone. Despite her cold, hard nature, Caren is very loyal and cares very much about her friends' safety. Throughout the course of the first season, she has shown to take different kinds of action to keep her mermaid friends safe.",kuudere
449a49c0f48d9725,Hana Asakura,tsundere/449a49c0f48d9725.webp,"Hana can be described as a socially awkward teenager. Although not ostracized to the extent that Yoh was, Hana keeps to himself and is typically isolated from his normal peers, being more of a loner who feels he doesn't fit with the rest. Hana carries a lot of pent up anger as a result of his parents disappearance for the majority of his life as he has been under the care of Tamao, who is stern, but cares about him and forbids him from using his shamanic powers. This causes Hana inner turmoil as he struggles to find his place in the world, having no objectives, or drive to his life, while feeling denied. His petty fights against Ichihara Ryuji and his gang, thus serve as an outlet to his anger, allowing himself to run wild, although still retraining himself to not injure them significantly or otherwise kill them. As he's targeted by other Shamans, Hana becomes greatly confused about this set of circumstances in which he has been put without knowing the full extent of affairs, something that also irritates him deeply as he's dragged into affairs he doesn't fully comprehend.",tsundere
9d3ea21132183a71,Oyuki,kuudere/9d3ea21132183a71.webp,"Though very calm and polite, she has a frighteningly cold-hearted personality. She is a miser queen and always carries her account book with her in order to manage her finances and always manufacturing and marketing special products from Neptune, including sherbert /bird hybrids and windchimes that cool houses during the summer. She also happens to be the strongest character in the series. She has been known to flash-freeze those who anger her, something that is very difficult to do.",kuudere
357c115838eb8c7a,Tokiya Ichinose,kuudere/357c115838eb8c7a.webp,"Tokiya is a very cool person and considered a perfectionist. Ryuya Hyuga comments that his singing doesn't have 'heart', which makes him frustrated as his singing doesn't seem to improve in the least. He seems cold at the beginning of the series, which may be because he felt guilty about what he was hiding. He was slightly upset, that his acting wasn't enough to help Masato Hijirikawa overcome his embracing problem in season two, since he was considered to be better at it, than his companions. As the seasons progress, it is clear that Tokiya's cold personality at the beginning of the series is not his true self. After many trials and obstacles he develops a sweeter side, as shown in Episode 11 of season two, he takes Haruka Nanami to a festival to lift her mood as she is struggling with writing a song. In season three, it is seen that he has one of the biggest growths of all characters in the series. Along with Masato Hijirikawa , they embark on trying to write lyrics to their own music, seeing this struggle they needed moral support from the rest of their band and did overcome, Tokiya's personality grows and he is seen as a more gentle character than he was in season one. Tokiya is a perfectionist, he likes order and neatness.",kuudere
3990dd6b99695272,Hardgore Alice,kuudere/3990dd6b99695272.webp,"Hardgore Alice is very rather monotonous, to the point of appearing completely emotionless to others. In reality, however, she is just very shy. Before meeting Snow White, Alice had a very low opinion of herself due to past events, to the point of considering herself a nuisance and burden. This eventually drove her to attempt to commit suicide. However, after meeting Snow White, Alice wanted to become a Magical Girl in order to feel needed by others and to repay Snow White for her kindness. This ultimately caused her to change her opinion of herself and decide to continue living for Snow White's sake. Should someone threaten herself or Snow White, Alice has shown to have no hesitation to fight them with the full intention of killing them. Despite her magic making her almost invincible, this did not make Alice overconfident and was shown to be very cautious when testing it. Alice also knew that she had to keep her true identity a secret, as she could easily be killed in her human form.",kuudere
a37e81cf547b5751,Kosuke Inukai,tsundere/a37e81cf547b5751.webp,"Kosuke is a closet otaku who loves 2D girls. His love for 2D girls extends to the point of sleeping with body pillows of them and investing large sums of money on their games. He knows that other people would find his preferences weird, so he usually hides them by playing the role of a ladies man who's been in love with lots of women. Usually when he tells a love story or something he did with a girl, it's from the dating sim games he plays. Even though he no longer plays soccer, he still loves wearing soccer-related T-shirts.",tsundere
da1bc864d425c101,Shin-Ae Yoo,tsundere/da1bc864d425c101.webp,"At the start of the story, Shin-Ae is closed off and distrusting of others, primarily focusing on school. However, as the story goes on she opens up, as well as trying to be a better friend. Shin-Ae tends to be responsible, doing her best to help her father. She also is kind an honest, often standing up for others, and has a strong moral compass. She also has the tendency to be ill-tempered and disagreeable when upset.",tsundere
68250925abc3b411,Anna Kyouyama,kuudere/68250925abc3b411.webp,"Aggressive and decisive, Anna is a pragmatic person who appears cold and harsh. However, she has shown that she genuinely cares for those important to her, and is truly in love with Yoh. She is extremely dedicated to being "" The Ultimate Shaman Queen "" and the wife to Yoh, the first friend that she ever had. She firmly believes that Yoh is destined to become the Shaman King, and believes her duty as his fiancée is training him extensively for it. Anna loves Yoh, despite how badly she treats him - she told Oyamada Manta that, and again to Silva. She became openly upset when it seemed Yoh would be killed by Tokageroh . Anna can be extremely possessive of Yoh, beating him up once when she thought that the Oracle Bell he brought home was another woman's pager. On several occasions, Anna shows little or no concern for Yoh when Yoh is participating in a battle, the reason behind this was later revealed to be because she truly loved Yoh and trusted him to succeed. On the night before Yoh left to America for the Shaman Fight , she asked Yoh if she could sleep with him, and Yoh said yes. Only Amidamaru and Ren know about this. Also, when asked by Yohken in Hell, "" Yoh do you have children too? "" Yoh than replied, "" No...well how can I say that?",kuudere
d3ee172617e4b8b7,Koito Minase,kuudere/d3ee172617e4b8b7.webp,"Koito is girl who most of the time prefers to be alone and fight the phantoms alone. She also doesn't like to work in pairs, and she always keep her distance from others, and that's how she lived her life ever since she got her ability, since she recognizes herself as ""different"". She has a aloof personality and doesn't talk much. She doesn't open up to people and often ignore people when they talk to her, and hence, why people call her ""rude'"". However, she can get impressed by people who fight the phantoms in a good way, and she complimented Reina and Mai , however, she later took back her words. However, after Haruhiko befriended her, she is shown to have a softer and more caring side to her. She also starts spending time with Haruhiko , Reina and Mai, showing a more friendlier side of her. Koito trying to express her girly side. She also becomes more social and doesn't have any problem being with the others and feel comfortable being with them. Koito also has it quite difficult to express her feminine side, so she can be considered to be a tomboy. Arisu mentioned that Koito despises the phantoms for tearing her away from her friends and family.",kuudere
281c05f28f26b4e0,Molossia,tsundere/281c05f28f26b4e0.webp,"Described as a ""mysterious micronation located in the American state of Nevada"", he is a carefree, cheerful person when nobody is around. It is only when others approach that he becomes a loud, aggressive person with a sharp attitude. Wy sees him as weirdo, to put in account. He also has a pet that he proclaims as a dog, but some countries think of it as a different kind of creature. He likes to work in the garden whenever no one's around and has a tendency to drive people away with inappropriate behavior and reckless language. He admits in a Christmas 2011 panel that he's embarrassed when the Micronation group saw his true self and since then has tried to keep his guard up by always being in his more aggressive side but this backfired when he mistakenly snapped at America.",tsundere
de9b0eb2acb460a4,Yuka,tsundere/de9b0eb2acb460a4.webp,"Yuka is chronologically first shown with Kouta during flashbacks from when they were just children, during a summer when his family stayed in Kamakura with Yuka and her mother. Yuka's mother is never depicted in the anime, while the fate of Yuka's father is not once brought up. It is also not known if that summer marked the first time the two cousins met, or exactly how long Kouta and his family stayed. Further, neither the exact degree of relationship (first or second cousin, etc.) nor through which of their parents they were connected, is ever actually made clear or even really brought up. Dialogue evidence from the untranslated original manga places Kouta's father as being the older brother of Yuka's mother, but this is never directly confirmed. Though Yuka attempted to be kind to the young girl, she was frequently the target of jealousy by Kouta's little sister Kanae. Yuka found herself driven to distraction by the thought that Kouta was leaving Kamakura for a year till the next summer, and made him promise not to forget her. They frequented the summer-time game vendors, wherein Yuka wanted to best Kouta to impress him, though he seemed to like her already, teasing her in a friendly way to get better.",tsundere
adc1dd339d2d56e4,Reiko Yanagi,kuudere/adc1dd339d2d56e4.webp,"Reiko is a quiet and emotionless teenager who often shows an odd body posture, wherein she keeps her elbows to her side and lets her hands dangle, which somewhat resembles ancient depictions of zombies, ghosts, and other undead creatures, alluding to her Quirk . Befitting her Quirk and appearance, Reiko is shown to be a fan of horror and enjoys reading scary stories online. She also frequently hosts horror movie watch parties with her class. Despite this, though, she can come off as rather timid at times, as she seemed intimidated by Neito Monoma 's ranting towards Class 1-A and referred to him as scary. Outside of this, Reiko can also be helpful, as she served as Itsuka Kendo 's attendant during the U.A. School Festival 's Beauty Pageant, which suggests that she has a good fashion sense. She can also be quite cryptic with her wording, as she referred to Izuku Midoriya as ""spooky"", causing her classmate to clarify what she says to those not familiar with her.",kuudere
186dcebb653a412c,Megumin,tsundere/186dcebb653a412c.webp,"Megumin's most defining trait is her obsession for Explosion Magic. After being saved by an unknown stranger using the spell, Megumin instantly fell in love with the Explosion Magic's unparalleled destructive power, as well as its heat, the shock wave sensation over the body, smoke and glow, therefore she dedicated years of her life studying and saving points in order to master the spell, while disregarding its many demerits. After learning the Explosion Magic, Megumin started to come up with excuses to cast it every day, both in quests or during her daily routine, recklessly using the spell at the first opportunity, sometimes just to show herself, relieve stress or gain XP, no matter how many problems she causes, although Megumin may grow anxious in delicate situations. While she gets excited about someone else joining her in the ""Path of Explosion"", Megumin rejects any type of explosion that isn't Explosion Magic, like Kazuma's tinymites. Furthermore, Megumin, as a Crimson Demon, suffers from chūnibyō. She calls herself ""the foremost Arch Wizard and wielder of Explosion Magic"" in her self-introduction, comes up with catchphrases, and practices cringe-worthy poses, and is obsessed with looking ""cool"". Her act falls flat easily.",tsundere
f1b4c2e7b649c6b9,Hajime Aoyagi,kuudere/f1b4c2e7b649c6b9.webp,"In season 5: He admitted to being a gloomy person. He is usually silent and only speaks when necessary. Even if he rarely speaks, he thinks a lot and cares a great deal about his friends and teammates. He is particularly close to Junta Teshima and Jin Tadokoro , his mentor, but he is shown to be friendly with all the Sohoku members after his defeat in the Training Camp . He's even more friendly in his third year, where he opens up more socially. He seems to have developed a closer relationship with Shoukichi Naruko since they are both sprinters, and with his fellow third-year Kimitaka Koga . Hajime even refers to the team as a ""six-man-team"". Also, he developed a curious mentor-apprentice relationship with his rookie and first-year Issa Kaburagi which he uses messages written in a role to teach and develop on him cycling improvements based on what he learned during his three years at the club.",kuudere
863f6d9adb68afde,Ayase Aragaki,tsundere/863f6d9adb68afde.webp,"Ayase is a nice person to her classmates and Kirino Kousaka , whom she adores most as her best friend. She is usually soft-spoken and refined, but can also show a more aggressive side, especially when people lie to her, which she hates the most. Ultimately, however, she is a refined person who retains a sweet and kind personality towards those she cares for. She also appears to show a different kind of affection towards Kirino, showing a certain interest in seeing Kirino shine in whatever she is good at, to the point that Ayase displayed disbelief upon discovering Kirino's hobby. Ayase has always believed that the Kirino who excels in everything is the ""true Kirino"", only for her belief to be shattered by Kirino herself upon her revelation of how she loved anime, manga and gaming. Ayase is also shown to be very protective of Kirino and shows an extremely aggressive and scary side when Kirino is threatened. When Ayase learns the ""truth"" about Kyousuke Kousaka 's and Kirino's relationship, she immediately threatens Kyousuke to leave Kirino alone and says that she will protect her from him. Later, Ayase texts Kyousuke saying that if he were ever to harass Kirino, she would beat him to death. It is also noted that she can be irrational and act based on feelings.",tsundere
0c3955206b6e9b88,Couchpo,deredere/0c3955206b6e9b88.webp,"Couchpo is known for eating anything that looks remotely edible, including the foam bubbles used to dissolve her clothes. However, she is a nice person befriended by Rebecca. She loves food so much that she threateningly asks Jinn and Laguna in a possessive manner if the war is more dangerous than taking the food away from her even after Jinn warned her that staying in the Edens Zero is no safe place for civilians like herself.",deredere
0cf839776fe9459d,Kurita Ryokan,deredere/0cf839776fe9459d.webp,"Kurita is a kind-hearted individual, and the only thing bigger than his body is his heart. He is a gentle, kind soul, unlike his friend Hiruma. His love for football stems all the way back to when he was a child, and he devoted himself to training for his dream to go to the Christmas Bowl. Kurita has always devoted himself to American Football since middle school, but due to most middle schools not having many American Football Clubs, it was very hard for Kurita to find members. When his chance to create an American Football Club was stopped, he was devastated. However, when he met Hiruma, the two of them decided to build an American Football Club together and go to the Christmas Bowl, with Hiruma blackmailing the school faculty to allow the club to be created, making Kurita happy. Kurita is one of the three founding members of the Deimon Devil Bats along with Hiruma and Musashi. He is the first friend Sena meets after entering Deimon High School. He is somewhat dim-witted, nearly giving away Sena's identity as Eyeshield 21, but is immediately silenced by Hiruma. When playing, Kurita shouts his kiai ""Funnuraba!"" (Here I come!) when exerting extra effort. His biggest dream is to compete in the Christmas Bowl.",deredere
c2daeb4c2ec8a390,Elizabeth Midford,deredere/c2daeb4c2ec8a390.webp,"Elizabeth is mad when Ciel did not wear the ring that she bought for him. Elizabeth is a strong-willed and cheerful individual who has a fondness for anything cute, such as small animals and flowers. Divinator Blavat Sky described her as someone who moves ""to their own rhythm."" She is ""stubbornly fixed"" on her hobbies, being both extravagant and somewhat fastidious about her clothes and shoes. She tends to impose her sense of fashion and preferences upon others while doggedly refusing to take no for an answer; for instance, she insisted that Ciel refer to her by her nickname, ""Lizzie"" (リジー, Rijī ). Elizabeth shows Paula her new shoes. Elizabeth usually maintains an affectation of grace and innocence; her aunt instilled in her the notion that all ladies should act weak and endearing in front of their lords, smile often, and be surrounded by nice things, a belief which caused Elizabeth a severe emotional turmoil. Nevertheless, beneath the studied display of ladylike mannerisms, Elizabeth is a bold, fiercely talented swordswoman who wields double swords, much like her mother . She effortlessly slayed several Bizarre Dolls to protect Ciel and held her ground against Sebastian Michaelis , who deemed her strength admirable for a human.",deredere
